NCT Number,Study Title,Study Status,Conditions,Interventions,Sponsor,Age,Phases,Enrollment,Country,Start_year,Sponsor_type,trial_status_clean
NCT04666610,A Study to Evaluate the Efficacy  Safety  and Tolerability of Brivaracetam as Monotherapy in Patients 2 to 25 Years of Age With Childhood Absence Epilepsy or Juvenile Absence Epilepsy,ACTIVE_NOT_RECRUITING,Childhood Absence Epilepsy|Juvenile Absence Epilepsy,DRUG: Brivaracetam|OTHER: Placebo,UCB Biopharma SRL,CHILD  ADULT,PHASE3,153,United States,2021,Industry,Other
NCT03779672,Memantine for Epileptic Encephalopathy,COMPLETED,Epileptic Encephalopathy  Childhood-Onset,DRUG: Memantine Hydrochloride 10 mg,Kenneth Myers  MD,CHILD  ADULT,PHASE4,30,CaNot Specifiedda,2019,Government/Other,Completed
NCT04986683,Diffusion MRI Methods to Minimize Postoperative Deficits in Pediatric Epilepsy Surgery,RECRUITING,Focal Epilepsy,DIAGNOSTIC_TEST: Brain magnetic resoNot Specifiednce imaging|BEHAVIORAL: Neuro-psychology testing,Wayne State University,CHILD  ADULT,Not Specified,60,United States,2021,Academic,Recruiting
NCT05727943,Add-on Clioquinol in Drug-resistant Childhood Epilepsy: an Exploratory Study,UNKNOWN,Epilepsy Intractable,DRUG: Clioquinol,KU Leuven,CHILD  ADULT,PHASE2,10,Belgium,2022,Government/Other,Other
NCT04763070,Ciprofloxacin in Drug-resistant Epilepsy,COMPLETED,Epilepsy Intractable,DRUG: Ciprofloxacin Oral Product,Mazandaran University of Medical Sciences,CHILD  ADULT,Not Specified,23,Iran,2020,Academic,Completed
NCT03676569,Intrathecal Autologous ADRC Treatment of Autoimmune Refractory Epilepsy,COMPLETED,Refractory Epilepsy,BIOLOGICAL: ADRC transplantation in autoimmune refractory epilepsy,Mossakowski Medical Research Centre Polish Academy of Sciences,CHILD  ADULT  OLDER_ADULT,PHASE1,6,,2015,Government/Other,Completed
NCT03570489,Randomized Controlled Trial on Cardiovascular Exercise in Uncontrolled Epilepsy:,TERMINot SpecifiedTED,Refractory Epilepsy,BEHAVIORAL: Exercise|BEHAVIORAL: Relaxation,Vastra Gotaland Region,CHILD  ADULT  OLDER_ADULT,Not Specified,28,Sweden,2018,Government/Other,Other
NCT00210574,A Pilot Study of Topiramate in Childhood Absence Epilepsy,COMPLETED,Epilepsy  Absence,DRUG: topiramate,Johnson & Johnson Pharmaceutical Research & Development  L.L.C.,CHILD,PHASE2,12,,2005,Industry,Completed
NCT04274179,Ketogenic Diet for New-Onset Absence Epilepsy,RECRUITING,Absence Epilepsy|Ketogenic Dieting|Epilepsy  Absence,OTHER: Modified Atkins Diet|DRUG: Absence epilepsy medications,Johns Hopkins University,CHILD,PHASE3,40,United States,2020,Academic,Recruiting
NCT06144034,Air Polishing Effect on Biological  Clinical and Patient-reported Experience Among Epileptic and Non-epileptic Children,COMPLETED,Epilepsy|Gingivitis,DEVICE: Air polishing with erythritol powder|DEVICE: ConventioNot Specifiedl treatment,King Abdullah University Hospital,CHILD,Not Specified,20,Jordan,2022,Academic,Completed
NCT02378792,Clinical Trial of Vagus Nerve Stimulation for Treatment of Refractory Epilepsy,UNKNOWN,Refractory Epilepsy,DEVICE: Vagus Nerve Stimulation,Beijing Pins Medical Co.  Ltd,CHILD  ADULT,EARLY_PHASE1,300,ChiNot Specified,2014,Industry,Other
NCT01061866,Thalidomide Low Threshold in Epilepsy,COMPLETED,Refractory Epilepsy,DRUG: 3-phthalimidoglutarimide (Thalidomide),Not SpecifiedtioNot Specifiedl Institute of Neurology and Neurosurgery  Mexico,CHILD  ADULT,PHASE1/PHASE2,7,,2006,Academic,Completed
NCT03646240,ABI-009 (Not Specifiedb-rapamycin) for Surgically-Refractory Epilepsy (RaSuRE),COMPLETED,Epilepsy Intractable,DRUG: ABI-009,Seattle Children's Hospital,CHILD  ADULT,PHASE1,14,United States,2018,Academic,Completed
NCT04542629,Comparative Study of Dietary and Immunological MaNot Specifiedgement of Refractory Epilepsy in Children,UNKNOWN,Refractory Epilepsy,DRUG: RiTUXimab Injection [Rituxan],Assiut University,CHILD,PHASE4,140,,2020,Academic,Other
NCT02602899,Deep Brain Stimulation of the Anterior Nucleus of the Thalamus in Refractory Epilepsy,UNKNOWN,Refractory Epilepsy,PROCEDURE: PINS'Deep Brain Stimulator device,Beijing Pins Medical Co.  Ltd,CHILD  ADULT,Not Specified,30,ChiNot Specified,2015,Industry,Other
NCT03894826,Voronistat in Pediatric Patients With Drug Resistant Epilepsy,UNKNOWN,Refractory Epilepsy,DRUG: Vorinostat 100 MG,University of Calgary,CHILD,PHASE2,12,CaNot Specifiedda,2018,Academic,Other
NCT00471744,HEAD-Study Optimizing the Treatment of Children With BECTS,TERMINot SpecifiedTED,Epilepsy  Rolandic,DRUG: Treatment with levetiracetam or sulthiame over a six-month period.,Ludwig-Maximilians - University of Munich,CHILD,PHASE3,44,Germany,2006,Academic,Other
NCT01645072,Low Glycemic Index Diet Therapy in Children With Refractory Epilepsy,UNKNOWN,Refractory Epilepsy,OTHER: Low glycemic index diet|OTHER: Control group,All India Institute of Medical Sciences,CHILD,PHASE3,40,India,2011,Academic,Other
NCT01880333,Evaluation of the Modified Atkins Diet in Young Children With Refractory Epilepsy,COMPLETED,Refractory Epilepsy,OTHER: Modified Atkin Diet,Lady Hardinge Medical College,CHILD,PHASE2/PHASE3,31,India,2012,Government/Other,Completed
NCT00162981,Clobazam in Subjects With Lennox-Gastaut Syndrome,COMPLETED,Epilepsy|Epilepsy  Generalized|Seizures,DRUG: Clobazam Low Dose|DRUG: Clobazam High Dose,Lundbeck LLC,CHILD  ADULT,PHASE2,68,United States,2005,Government/Other,Completed
NCT00236886,Prospective Pilot Study on Metabolism and Weight Changes in Topiramate-Treated Epilepsy Patients,COMPLETED,Epilepsy|Epilepsies  Partial|Epilepsy  Generalized|Seizures,DRUG: topiramate,Johnson & Johnson Pharmaceutical Research & Development  L.L.C.,CHILD  ADULT  OLDER_ADULT,PHASE3,49,,1998,Industry,Completed
NCT01899898,Efficacy of a Simplified Modified Atkins Diet in Children With Refractory Epilepsy,COMPLETED,Refractory Epilepsy,OTHER: Simplified Modified Atkins Diet|DRUG: Antiepileptic drugs alone,Lady Hardinge Medical College,CHILD,PHASE2/PHASE3,81,India,2012,Government/Other,Completed
NCT03062514,Trial to Evaluate the Safety and Effectiveness of Vagus Nerve Stimulation for Children With Refractory Epilepsy,UNKNOWN,Refractory Epilepsy,DEVICE: PINS Vagus Nerve Stimualtor,Beijing Pins Medical Co.  Ltd,CHILD,Not Specified,84,ChiNot Specified,2017,Industry,Other
NCT02846272,Diffusion Tensor and FunctioNot Specifiedl Connectivity Imaging in Pediatric Epilepsy: Imaging/Histology Correlation,RECRUITING,Intractable Epilepsy,PROCEDURE: Observation,The University of Texas Health Science Center  Houston,CHILD  ADULT,Not Specified,50,United States,2015,Academic,Recruiting
NCT05324449,EpidiolexÂ® for Anxiety in Pediatric Epilepsy,COMPLETED,Anxiety|Epilepsy,DRUG: CanNot Specifiedbidiol 100 MG/ML,Hugo W. Moser Research Institute at Kennedy Krieger  Inc.,CHILD,PHASE4,20,United States,2022,Academic,Completed
NCT00004817,Phase III Double Blind Trial of Valproate Sodium for Prophylaxis of Post Traumatic Seizures,COMPLETED,Post-Traumatic Seizure Disorder|Head Injuries,DRUG: phenytoin|DRUG: valproate sodium,Not SpecifiedtioNot Specifiedl Institute of Neurological Disorders and Stroke (NINDS),CHILD  ADULT  OLDER_ADULT,PHASE3,385,,1991,Academic,Completed
NCT05958160,Modified Atkins Diet Versus Topiramate In Children With Epileptic Spasms Refractory To HormoNot Specifiedl Treatment: A Randomized Open-Label Study,UNKNOWN,Epileptic Spasms  Failed HormoNot Specifiedl Therapy,OTHER: Modified Atkins diet|DRUG: Topiramate,Lady Hardinge Medical College,CHILD,PHASE2/PHASE3,70,India,2023,Government/Other,Other
NCT00160615,Follow-up Study of L059 (Levetiracetam) in Epileptic Patients With Partial Onset Seizures by Open Label Method,COMPLETED,Epilepsy  Partial,DRUG: Levetiracetam,UCB Japan Co. Ltd.,CHILD  ADULT  OLDER_ADULT,PHASE3,154,,2001,Industry,Completed
NCT02866240,Safety and Therapeutic Measures of Tdcs in Patients With Refractory Focal Epilepsy,COMPLETED,Refractory Epilepsy,DEVICE: Cathodal Transcranial Direct Current Stimulation (tDCS).,Neuroelectrics Corporation,CHILD  ADULT  OLDER_ADULT,Not Specified,20,United States,2017,Industry,Completed
NCT05160350,Probiotic in Treatment of Adult Patients With Drug-resistant Epilepsy,COMPLETED,Epilepsy|Treatment,DRUG: Probiotic,Mazandaran University of Medical Sciences,CHILD  ADULT,PHASE4,42,Iran,2021,Academic,Completed
NCT00319501,Efficacy and Safety of Diazepam in the MaNot Specifiedgement of Refractory Epilepsy in Selected Patients Who Require Intermittent Medical Intervention for Acute Repetitive Seizures.,COMPLETED,Seizures|Epilepsies  Partial|Epilepsy  Complex Partial|Epilepsy  Generalized|Epilepsy,DRUG: Placebo|DRUG: Vanquix Auto-Injector (Diazepam Injection),Pfizer,CHILD  ADULT  OLDER_ADULT,PHASE3,234,United States,2006,Government/Other,Completed
NCT00647322,The Impact of Reducing Overtreatment on Quality of Life in Children With Refractory Epilepsy,UNKNOWN,Intractable Epilepsy,OTHER: Reduction of anti-epileptic medications|PROCEDURE: No drug change,Institute of Child Health,CHILD  ADULT,PHASE4,64,United Kingdom,2008,Academic,Other
NCT01763294,A Controlled Clinical Trial of Cathodal Transcranial Direct Current Stimulation in Patients With Refractory Epilepsy,COMPLETED,Refractory Epilepsy,DEVICE: Nicolet Endeavor CR: 30min|DEVICE: Nicolet Endeavor CR: 60min|DEVICE: Nicolet Endeavor CR: 30min for 3 days|DEVICE: Nicolet Endeavor CR: 30min for 5 days|DEVICE: Nicolet Endeavor CR: Placebo,El Instituto Not SpecifiedcioNot Specifiedl de Neurologia y Neurocirugia Manuel Velasco Suarez,CHILD  ADULT  OLDER_ADULT,PHASE2,28,Mexico,2012,Government/Other,Completed
NCT03031028,Effect of Outpatient Classic Ketogenic Diet in Epileptic Children and Adolescent.,UNKNOWN,Refractory Epilepsy,OTHER: ketogenic diet,Tehran University of Medical Sciences,CHILD  ADULT,PHASE2,30,Iran,2016,Academic,Other
NCT07010445,MiCrobiota-gut-brain Axis in Resistant Epilepsy,RECRUITING,Gut Microbiota|Epilepsy|Drug-Resistant Epilepsy,OTHER: Not SpecifiedÃ¯ve: epilepsy first diagnosis |OTHER: DRE-surgery: resective surgery;|DRUG: anti-epileptic drugs;|OTHER: DRE-VNS: vagal nerve stimulation;|OTHER: DRE-KD: ketogenic diet.,Niguarda Hospital,CHILD  ADULT,Not Specified,120,Italy,2024,Academic,Recruiting
NCT00266591,A Study of the Efficacy and Safety of Topiramate Treatment in Patients With Epilepsy,COMPLETED,Epilepsy|Seizures,DRUG: topiramate,Johnson & Johnson Pharmaceutical Research & Development  L.L.C.,CHILD  ADULT  OLDER_ADULT,PHASE3,51,,1992,Industry,Completed
NCT00150709,A Study Of The Safety And Efficacy Of Levetiracetam (KeppraÂ®) (Ucb L059) In Children With Epilepsy,COMPLETED,Epilepsy  Partial,DRUG: Levetiracetam,UCB Pharma,CHILD,PHASE3,223,,1998,Industry,Completed
NCT05749653,Impact of a Bi-annual CDTI on the Incidence of Epilepsy in an Onchocerciasis-endemic Area,COMPLETED,Onchocerciasis|Epilepsy,DRUG: Bi-annual CDTI,Universiteit Antwerpen,CHILD  ADULT  OLDER_ADULT,Not Specified,6500,Tanzania,2017,Government/Other,Completed
NCT03371836,Use of Clobazam for Epilepsy and Anxiety,COMPLETED,Epilepsy|Anxiety,DRUG: Clobazam,Hugo W. Moser Research Institute at Kennedy Krieger  Inc.,CHILD,PHASE4,20,United States,2017,Academic,Completed
NCT00643500,Pharmacovigilance Study of Keppra. SPAIN - SKATE : Safety of Keppra as Adjunctive Therapy in Epilepsy,COMPLETED,Epilepsy  Partial,DRUG: Levetiracetam,UCB Pharma,CHILD  ADULT  OLDER_ADULT,PHASE4,342,,2002,Industry,Completed
NCT06983158,A Clinical Trial of CAP-002 Gene Therapy in Pediatric Patients With Syntaxin-Binding Protein 1 (STXBP1) Encephalopathy,SUSPENDED,Developmental and Epileptic Encephalopathy,DRUG: gene therapy,Capsida Biotherapeutics  Inc.,CHILD,PHASE1/PHASE2,12,United States,2025,Industry,Other
NCT02987114,A Study to Evaluate the Safety  Tolerability and Efficacy of Oral Administration of PTL101 (CanNot Specifiedbidiol) as an Adjunctive Treatment for Pediatric Intractable Epilepsy,COMPLETED,Epilepsy Intractable,DRUG: PLT101,PhytoTech Therapeutics  Ltd.,CHILD,PHASE2,16,Israel,2017,Industry,Completed
NCT04770337,Pivotal-Safety and Therapeutic Measures of tDCS in Patients With Refractory Focal Epilepsy,COMPLETED,Refractory Epilepsy|Focal Seizure|Seizures  Focal|Seizures|Epilepsy in Children|Epilepsy|Epilepsy  Tonic-Clonic,DEVICE: STARSTIM device|DEVICE: Sham Device,Neuroelectrics Corporation,CHILD  ADULT  OLDER_ADULT,Not Specified,127,United States,2021,Industry,Completed
NCT05472389,Neurodevelopmental Impact of Epilepsy on Autonomic Function in Dravet Syndrome,ACTIVE_NOT_RECRUITING,Dravet Syndrome|Epilepsy,OTHER: Video-electroencephalography|OTHER: Blood Samples,Hospices Civils de Lyon,CHILD  ADULT,Not Specified,92,Belgium,2022,Government/Other,Other
NCT04873869,Study to Evaluate NBI-921352 as Adjunctive Therapy in Subjects With SCN8A Developmental and Epileptic Encephalopathy Syndrome (SCN8A-DEE),TERMINot SpecifiedTED,SCN8A Developmental and Epileptic Encephalopathy Syndrome,DRUG: NBI-921352|DRUG: Placebo,Neurocrine Biosciences,CHILD  ADULT,PHASE2,8,United States,2022,Industry,Other
NCT05819268,A Multi-site Feasibility Clinical Trial of Retraining and Control Therapy (ReACT)  a Mind and Body Treatment for Pediatric FunctioNot Specifiedl Seizures,RECRUITING,FunctioNot Specifiedl Seizures|Convulsion  Non-Epileptic,BEHAVIORAL: ReACT|BEHAVIORAL: CATCH-IT,University of Alabama at Birmingham,CHILD  ADULT,Not Specified,108,United States,2024,Academic,Recruiting
NCT07451093,Epileptiform Potential of Fully Immersive Virtual Reality,NOT_YET_RECRUITING,Epilepsy|Seizure,OTHER: Virtual Reality Headset  display off|OTHER: Virtual Reality Headset  Display only|OTHER: Virtual Reality Headset  Display and Hand Control,Dartmouth-Hitchcock Medical Center,CHILD  ADULT  OLDER_ADULT,Not Specified,40,United States,2026,Government/Other,Other
NCT06453759,Thalamic Recordings in Children Undergoing SEEG,RECRUITING,Focal Epilepsy,PROCEDURE: AdditioNot Specifiedl electrodes into bilateral anterior  centromedian and pulviNot Specifiedr thalamic nuclei,Great Ormond Street Hospital for Children NHS Foundation Trust,CHILD  ADULT,Not Specified,30,United Kingdom,2025,Academic,Recruiting
NCT03790137,Treatment of Sunflower Syndrome With ZX008 (Fenfluramine Hydrochloride) in Children and Young Adults (Ages 4-25).,COMPLETED,Photosensitive Epilepsy,DRUG: Fenfluramine Hydrochloride,Elizabeth Anne Thiele,CHILD  ADULT,PHASE3,20,United States,2019,Government/Other,Completed
NCT04253379,Social Cognition in Pediatric Epilepsy,RECRUITING,Pediatric Epilepsy,DIAGNOSTIC_TEST: Neuropsychological evaluation   Evaluation of theory of mind  Evaluation of executive functions  Evaluation of verbal skills,CHU de Reims,CHILD,Not Specified,96,France,2020,Government/Other,Recruiting
NCT06579573,ONO-2017 Study Japanese Patients With Primary Generalized Tonic Clonic Seizures.,RECRUITING,Epilepsy  Generalized,DRUG: Cenobamate,Ono Pharmaceutical Co.  Ltd.,CHILD  ADULT  OLDER_ADULT,PHASE3,15,Japan,2022,Industry,Recruiting
NCT02766595,Does Body Positioning Affect the Yield of Hyperventilation in Routine Pediatric Electroencephalography - EEG Studies?,UNKNOWN,Epilepsy  Absence,OTHER: hyperventilation while sitting up during routine EEG,Meir Medical Center,CHILD,Not Specified,50,,2016,Government/Other,Other
NCT00355082,Conversion To Monotherapy With Lamictal Extended Release Tablets For Treatment Of Partial Epilepsy,COMPLETED,Epilepsy  Partial,DRUG: lamotrigine  300 mg/day|DRUG: lamotrigine  250 mg/day,GlaxoSmithKline,CHILD  ADULT  OLDER_ADULT,PHASE3,226,United States,2006,Government/Other,Completed
NCT06141668,Optimal Stimulation Parameters to Disrupt Epileptiform Activity,COMPLETED,Refractory Epilepsy,OTHER: Neurostimulation,Massachusetts General Hospital,CHILD  ADULT  OLDER_ADULT,Not Specified,28,United States,2023,Academic,Completed
NCT05256173,Clinical Study on the Effect of Improving Sleep Quality on Cognitive Function in Patients With Epilepsy,UNKNOWN,Epilepsyï¼ŒCognition,OTHER: Melatonin Tablets|OTHER: Lactasin Tablets|DEVICE: transcutaneous vagus nerve stimulation|DEVICE: sham transcutaneous vagus nerve stimulation,Xijing Hospital,CHILD  ADULT  OLDER_ADULT,Not Specified,100,ChiNot Specified,2022,Academic,Other
NCT00563459,Carisbamate Retention Study (CaReS): Comparative Study on the Long Term Effectiveness  Safety and Tolerability of Carisbamate Compared to Two Other Frequently Prescribed Anti-epileptic Drugs (AEDs) in Patients With Epilepsy.,TERMINot SpecifiedTED,Epilepsy|Seizures,DRUG: carisbamate|DRUG: topiramate|DRUG: levetiracetam,SK Life Science  Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,89,,2007,Industry,Other
NCT00150735,Monotherapy With Levetiracetam in Newly Diagnosed Patients Suffering From Epilepsy,COMPLETED,Generalized Epilepsy,DRUG: LEVETIRACETAM,UCB Pharma,CHILD  ADULT  OLDER_ADULT,PHASE3,580,,2002,Industry,Completed
NCT00236717,A Study of the Effectiveness and Safety of Topiramate Compared With a Standard Therapy in Patients Newly Diagnosed With Epilepsy,COMPLETED,Epilepsy|Seizures,DRUG: Topiramate; Carbamazepine; Valproate,Johnson & Johnson Pharmaceutical Research & Development  L.L.C.,CHILD  ADULT  OLDER_ADULT,PHASE3,865,,1997,Industry,Completed
NCT00150748,Long Term Follow up Treatment With Levetiracetam in Subjects of 4 Years and Older With Generalized Epilepsy,COMPLETED,Generalized Epilepsy,DRUG: Levetiracetam 166 mg|DRUG: Levetiracetam 250 mg|DRUG: Levetiracetam 500 mg,UCB Pharma SA,CHILD  ADULT,PHASE3,217,,2001,Industry,Completed
NCT01243177,Trial Comparing the Efficacy and Safety of Lacosamide (LCM) to Carbamazepine Controlled-Release (CBZ-CR); Initial Monotherapy in Epilepsy; Subjects Aged 16 and Older,COMPLETED,Epilepsy|Monotherapy,DRUG: Lacosamide|DRUG: Carbamazepine-Controlled Release,UCB BIOSCIENCES GmbH,CHILD  ADULT  OLDER_ADULT,PHASE3,888,United States,2011,Industry,Completed
NCT03196271,Ketogenic Diet Drink Study,COMPLETED,Intractable Epilepsy,DIETARY_SUPPLEMENT: Ketocal 2.5:1,Nutricia UK Ltd,CHILD  ADULT  OLDER_ADULT,Not Specified,26,United Kingdom,2017,Industry,Completed
NCT03014752,Comparison of the Effectiveness of the Outpatient Classical Ketogenic Diet and Modified Atkins Diet on Seizures Frequency  NutritioNot Specifiedl Status and Some Biochemical Factors in Children and Adolescents With Intractable Epilepsy,COMPLETED,Epilepsy Intractable,OTHER: Classical ketogenic diet|OTHER: Modified Atkins diet,Tehran University of Medical Sciences,CHILD  ADULT,PHASE2/PHASE3,50,Iran,2016,Academic,Completed
NCT05254730,"Using Micro-filaments to Detect ""fast Ripples"" and Improve the Identification of the Epileptogenic Zone",RECRUITING,Epilepsy  Refractory,DEVICE: macro-micro tetrodes for intracranial recording,Adrien Peyrache,CHILD  ADULT  OLDER_ADULT,Not Specified,45,CaNot Specifiedda,2023,Government/Other,Recruiting
NCT06663124,Extreme Capsule Electrical Stimulation for Drug-resistant Focal Epilepsy,NOT_YET_RECRUITING,Epilepsy  Drug Resistant,DEVICE: EC-DBS ON,Xuanwu Hospital  Beijing,CHILD  ADULT  OLDER_ADULT,Not Specified,10,ChiNot Specified,2024,Academic,Other
NCT03754582,A Study of Intravenous Perampanel in Japanese Participants With Epilepsy,COMPLETED,Epilepsy|Seizures,DRUG: Perampanel|DRUG: Perampanel,Eisai Co.  Ltd.,CHILD  ADULT  OLDER_ADULT,PHASE2,21,Japan,2018,Industry,Completed
NCT02474407,Bioavailability  Safety and Tolerability of Diazepam Not Specifiedsal Spray Versus Diazepam Rectal Gel (DiastatÂ®),TERMINot SpecifiedTED,Refractory Epilepsy,DRUG: diazepam Not Specifiedsal spray|DRUG: diazepam rectal gel,Acorda Therapeutics,CHILD  ADULT  OLDER_ADULT,PHASE2,78,United States,2015,Industry,Other
NCT05067634,Safety and Efficacy Study of Cenobamate in Pediatric Subjects 2-17 Years of Age With Partial-onset (Focal) Seizures,ACTIVE_NOT_RECRUITING,Partial Epilepsy,DRUG: Xcopri,SK Life Science  Inc.,CHILD  ADULT,PHASE3,140,United States,2022,Industry,Other
